用户ID,convert_prob,predicted,actual
991820,0.9998559,1,1
845200,0.9998559,1,1
618680,0.99985456,1,1
133823,0.99985456,1,1
378376,0.99985456,1,1
474042,0.99985456,1,1
576920,0.99985456,1,1
966469,0.99985456,1,1
840903,0.99985456,1,1
544338,0.99985456,1,1
932232,0.99985456,1,1
685332,0.99985456,1,1
940412,0.99985456,1,1
652366,0.99985456,1,1
347083,0.99985456,1,1
802437,0.99985456,1,1
465336,0.99985456,1,1
800497,0.99985456,1,1
508484,0.99985456,1,1
371591,0.99985456,1,1
291070,0.99985456,1,1
237461,0.99985456,1,1
517908,0.99985456,1,1
679181,0.99985456,1,1
137516,0.99985456,1,1
297211,0.99985456,1,1
370149,0.99985456,1,1
176236,0.99985456,1,1
606679,0.99985456,1,1
626746,0.99985456,1,1
653451,0.99985456,1,1
406275,0.99985456,1,1
793914,0.99985456,1,1
109197,0.99985456,1,1
702611,0.99985456,1,1
336700,0.99985456,1,1
342904,0.99985456,1,1
533565,0.99985456,1,1
619251,0.99985456,1,1
858121,0.99985456,1,1
777980,0.99985456,1,1
688491,0.99985456,1,1
537683,0.99985456,1,1
587518,0.99985456,1,1
598098,0.99985456,1,1
664345,0.99985456,1,1
116457,0.99985456,1,1
405769,0.99985456,1,1
444960,0.99985456,1,1
623267,0.99985456,1,1
428249,0.99985456,1,1
486763,0.99985456,1,1
395399,0.99985456,1,1
779597,0.99985456,1,1
618525,0.99985456,1,1
244783,0.99985456,1,1
369524,0.99985456,1,1
701149,0.99985456,1,1
324458,0.99985456,1,1
222690,0.99985456,1,1
819840,0.99985456,1,1
493354,0.99985456,1,1
292575,0.99985456,1,1
297937,0.99985456,1,1
276820,0.99985456,1,1
296210,0.99985456,1,1
942025,0.99985456,1,1
875155,0.99985456,1,1
276456,0.99985456,1,1
724243,0.99985456,1,1
937683,0.99985456,1,1
719373,0.99985456,1,1
256158,0.99985456,1,1
666276,0.99985456,1,1
116724,0.99985456,1,1
561045,0.99985456,1,1
927991,0.99985456,1,1
284432,0.99985456,1,1
168383,0.99985456,1,1
386510,0.99985456,1,1
457324,0.99985456,1,1
190394,0.99985456,1,1
396120,0.99985456,1,1
974214,0.99985456,1,1
714314,0.9998528,1,1
719185,0.9998528,1,1
803450,0.9998528,1,1
107929,0.9998528,1,1
545892,0.9998528,1,1
999966,0.9998528,1,1
680060,0.9998528,1,1
526903,0.9998528,1,1
744250,0.9998528,1,1
581571,0.9998528,1,1
883467,0.9998528,1,1
682210,0.9998528,1,1
316051,0.9998528,1,1
613941,0.9998528,1,1
348271,0.9998528,1,1
723955,0.9998528,1,1
832293,0.9998528,1,1
872360,0.9998528,1,1
749234,0.9998528,1,1
111331,0.9998528,1,1
536980,0.9998528,1,1
729140,0.9998528,1,1
616528,0.9998528,1,1
791227,0.9998528,1,1
615432,0.9998528,1,1
697292,0.9998528,1,1
240115,0.9998528,1,1
814967,0.9998528,1,1
648476,0.9998528,1,1
487738,0.9998528,1,1
569732,0.9998528,1,1
913440,0.9998528,1,1
797445,0.9998528,1,1
597491,0.9998528,1,1
892961,0.9998528,1,1
981692,0.9998528,1,1
167354,0.9998528,1,1
529094,0.9998528,1,1
915347,0.9998528,1,1
340745,0.9998528,1,1
820367,0.9998528,1,1
397997,0.9998528,1,1
140019,0.9998528,1,1
179278,0.9998528,1,1
655771,0.9998528,1,1
976845,0.9998528,1,1
295790,0.9998528,1,1
135983,0.9998528,1,1
461275,0.9998528,1,1
145048,0.9998528,1,1
482450,0.9998528,1,1
230749,0.9998528,1,1
198526,0.9998528,1,1
425355,0.9998528,1,1
737103,0.9998528,1,1
100426,0.9998528,1,1
191615,0.9998528,1,1
419745,0.9998528,1,1
423182,0.9998528,1,1
667400,0.9998528,1,1
944686,0.9998528,1,1
595501,0.9998528,1,1
721512,0.9998528,1,1
407917,0.9998528,1,1
849129,0.9998528,1,1
468413,0.9998528,1,1
605543,0.9998528,1,1
196069,0.9998528,1,1
905893,0.9998528,1,1
581512,0.9998528,1,1
203902,0.9998528,1,1
840065,0.9998528,1,1
990285,0.9998528,1,1
499568,0.9998528,1,1
162381,0.9998528,1,1
569262,0.9998528,1,1
525554,0.9998528,1,1
647833,0.9998528,1,1
721461,0.9998528,1,1
303726,0.9998528,1,1
700077,0.9998528,1,1
533509,0.9998528,1,1
483497,0.9998528,1,1
807520,0.9998528,1,1
867592,0.9998528,1,1
144480,0.9998528,1,1
363539,0.9998528,1,1
648324,0.9998528,1,1
875461,0.9998528,1,1
230302,0.9998528,1,1
659675,0.9998528,1,1
890882,0.9998528,1,1
435393,0.9998528,1,1
980578,0.9998528,1,1
598514,0.9998528,1,1
550588,0.9998528,1,1
743303,0.9998528,1,1
558417,0.9998528,1,1
599546,0.9998528,1,1
828122,0.9998528,1,1
