uid,treatment,converted,uplift_s,uplift_t,user_type,is_new,log_cnt,avg_during_time
692,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,26,9986.192307692309
363,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,50,10569.12
103,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,32,9713.09375
149,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,33,8871.030303030304
99,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,38,9504.605263157895
112,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,28,9830.214285714286
983,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,20,9129.85
507,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,20,10548.0
422,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,42,8909.57142857143
998,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,45,9535.844444444445
299,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,38,10011.526315789473
557,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,30,8817.7
971,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,29,9718.551724137931
154,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,32,9790.25
551,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,22,9838.454545454546
594,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,29,9543.344827586207
339,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,24,9393.666666666666
958,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,24,10238.791666666666
665,1,1,0.0,0.9789090843332319,Persuadable (Priority),1,22,10233.227272727272
360,1,1,0.0,0.978424680242879,Persuadable (Priority),0,20,9771.3
161,1,1,0.0,0.978424680242879,Persuadable (Priority),0,26,9931.923076923076
12,1,1,0.0,0.978424680242879,Persuadable (Priority),0,20,10516.95
616,1,1,0.0,0.978424680242879,Persuadable (Priority),0,21,9461.380952380952
368,1,1,0.0,0.978424680242879,Persuadable (Priority),0,20,10227.1
537,1,1,0.0,0.978424680242879,Persuadable (Priority),0,27,8836.851851851852
748,1,1,0.0,0.9783110060240251,Persuadable (Priority),1,42,8207.095238095239
630,1,1,0.0,0.9781602763436513,Persuadable (Priority),1,20,11315.35
919,1,1,0.0,0.9779234232897449,Persuadable (Priority),1,22,8369.40909090909
909,1,1,0.0,0.9779234232897449,Persuadable (Priority),1,55,8591.436363636363
739,1,1,0.0,0.9774665420686645,Persuadable (Priority),0,39,8446.051282051281
702,1,1,0.0,0.9771561661743026,Persuadable (Priority),1,20,10753.0
654,1,1,0.0,0.9771554019785055,Persuadable (Priority),1,31,8453.774193548386
292,1,1,0.0,0.9771554019785055,Persuadable (Priority),1,34,8430.411764705883
272,1,1,0.0,0.9771071495272002,Persuadable (Priority),1,22,9667.272727272728
366,1,1,0.0,0.9767749935030948,Persuadable (Priority),1,24,10612.791666666666
296,1,1,0.0,0.9767056671713101,Persuadable (Priority),1,29,8172.758620689655
206,1,1,0.0,0.9767056671713101,Persuadable (Priority),1,25,8196.08
709,1,1,0.0,0.9765539875992801,Persuadable (Priority),1,38,10856.315789473685
650,1,1,0.0,0.9762877895551468,Persuadable (Priority),0,28,8284.32142857143
783,1,1,0.0,0.9762029358466742,Persuadable (Priority),1,24,8259.208333333334
691,1,1,0.0,0.9739965940272294,Persuadable (Priority),1,13,11649.692307692309
689,1,1,0.0,0.9739965940272294,Persuadable (Priority),1,13,12258.538461538461
349,1,1,0.0,0.9723251271107728,Persuadable (Priority),1,21,9216.666666666666
267,1,1,0.0,0.972285015858228,Persuadable (Priority),1,26,8129.076923076923
201,1,1,0.0,0.9722777383391561,Persuadable (Priority),1,34,9977.64705882353
314,1,1,0.0,0.97197517895536,Persuadable (Priority),1,16,9753.0
745,1,1,0.0,0.97197517895536,Persuadable (Priority),1,14,9039.285714285714
743,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,9195.461538461539
638,1,1,0.0,0.97197517895536,Persuadable (Priority),1,14,10071.0
95,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,9644.923076923076
580,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,9261.307692307691
260,1,1,0.0,0.97197517895536,Persuadable (Priority),1,17,9150.941176470587
269,1,1,0.0,0.97197517895536,Persuadable (Priority),1,14,9307.714285714286
9,1,1,0.0,0.97197517895536,Persuadable (Priority),1,16,8958.3125
582,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,9415.0
465,1,1,0.0,0.97197517895536,Persuadable (Priority),1,15,9472.133333333333
488,1,1,0.0,0.97197517895536,Persuadable (Priority),1,16,9319.9375
462,1,1,0.0,0.97197517895536,Persuadable (Priority),1,15,9966.466666666667
631,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,9582.615384615385
747,1,1,0.0,0.97197517895536,Persuadable (Priority),1,18,9442.5
981,1,1,0.0,0.97197517895536,Persuadable (Priority),1,15,9104.6
81,1,1,0.0,0.97197517895536,Persuadable (Priority),1,14,9360.92857142857
595,1,1,0.0,0.97197517895536,Persuadable (Priority),1,16,9435.5
80,1,1,0.0,0.97197517895536,Persuadable (Priority),1,18,9201.333333333334
530,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,9982.0
796,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,8817.076923076924
196,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,10493.076923076924
838,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,9965.307692307691
538,1,1,0.0,0.97197517895536,Persuadable (Priority),1,16,10389.3125
682,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,10430.846153846154
208,1,1,0.0,0.97197517895536,Persuadable (Priority),1,18,10041.222222222223
49,1,1,0.0,0.97197517895536,Persuadable (Priority),1,17,9429.411764705883
290,1,1,0.0,0.97197517895536,Persuadable (Priority),1,16,8840.6875
86,1,1,0.0,0.97197517895536,Persuadable (Priority),1,13,8812.307692307691
939,1,1,0.0,0.97197517895536,Persuadable (Priority),1,16,9782.875
19,1,1,0.0,0.97197517895536,Persuadable (Priority),1,18,9717.333333333334
416,1,1,0.0,0.9708549350832577,Persuadable (Priority),1,17,10139.588235294117
333,1,1,0.0,0.969898004011643,Persuadable (Priority),1,13,11337.0
646,1,1,0.0,0.969898004011643,Persuadable (Priority),1,19,11247.0
476,1,1,0.0,0.9692421649620079,Persuadable (Priority),1,17,8637.588235294117
934,1,1,0.0,0.9692421649620079,Persuadable (Priority),1,13,8723.384615384615
755,1,1,0.0,0.9692421649620079,Persuadable (Priority),1,18,8640.333333333334
223,1,1,0.0,0.9687551025404263,Persuadable (Priority),1,14,8950.0
884,1,1,0.0,0.9681962743145487,Persuadable (Priority),0,11,12108.545454545454
420,1,1,0.0,0.9680220868426068,Persuadable (Priority),1,13,13050.538461538461
170,1,1,0.0,0.9670037453752209,Persuadable (Priority),0,13,9299.153846153846
851,1,1,0.0,0.9670037453752209,Persuadable (Priority),0,17,9127.411764705883
460,1,1,0.0,0.9670037453752209,Persuadable (Priority),0,19,9045.894736842105
712,1,1,0.0,0.9670037453752209,Persuadable (Priority),0,13,9367.153846153846
457,1,1,0.0,0.9654844582252108,Persuadable (Priority),1,14,9139.642857142857
509,1,1,0.0,0.9652306911930825,Persuadable (Priority),0,17,11278.117647058823
902,1,1,0.0,0.9652306911930825,Persuadable (Priority),0,14,11238.785714285714
157,1,1,0.0,0.9646706397285999,Persuadable (Priority),0,13,8420.923076923076
760,1,1,0.0,0.9646706397285999,Persuadable (Priority),0,16,8486.375
131,1,1,0.0,0.9646706397285999,Persuadable (Priority),0,13,8747.307692307691
969,1,1,0.0,0.9644962355245391,Persuadable (Priority),1,13,10814.461538461539
763,1,1,0.0,0.9644962355245391,Persuadable (Priority),1,13,10797.615384615385
968,1,1,0.0,0.9644962355245391,Persuadable (Priority),1,14,10927.785714285714
357,1,1,0.0,0.9644962355245391,Persuadable (Priority),1,17,10762.764705882353
342,1,1,0.0,0.9643344512273442,Persuadable (Priority),1,13,9589.307692307691
629,1,1,0.0,0.9643344512273442,Persuadable (Priority),1,18,8925.5
785,1,1,0.0,0.9643344512273442,Persuadable (Priority),1,16,8901.5
70,1,1,0.0,0.9636638869163532,Persuadable (Priority),1,17,12409.588235294117
445,1,1,0.0,0.9635204362365103,Persuadable (Priority),1,18,12002.0
879,1,1,0.0,0.9632827872567132,Persuadable (Priority),1,22,6402.863636363636
775,1,1,0.0,0.961601437233992,Persuadable (Priority),1,13,8347.384615384615
811,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,22,8823.90909090909
338,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,26,9740.346153846154
606,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,34,9374.470588235294
141,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,22,10179.045454545454
483,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,20,9653.2
990,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,29,8799.206896551725
986,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,20,9395.4
450,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,29,9890.068965517241
23,1,1,0.0,0.9612359885326974,Persuadable (Priority),1,38,10089.5
68,1,1,0.0,0.9611904694035304,Persuadable (Priority),1,34,9384.764705882353
678,1,1,0.0,0.9609255255524297,Persuadable (Priority),1,20,8664.85
459,1,1,0.0,0.9609193210589074,Persuadable (Priority),1,43,9692.511627906977
321,1,1,0.0,0.9609193210589074,Persuadable (Priority),1,47,9553.808510638299
800,1,1,0.0,0.9609193210589074,Persuadable (Priority),1,37,9053.837837837838
28,1,1,0.0,0.9608196876856511,Persuadable (Priority),1,19,8477.21052631579
15,1,1,0.0,0.9599394376981354,Persuadable (Priority),1,45,8523.711111111112
140,1,1,0.0,0.9582251045689816,Persuadable (Priority),1,26,6701.423076923077
37,1,1,0.0,0.9581661593372979,Persuadable (Priority),1,31,10860.870967741936
570,1,1,0.0,0.9569065717257854,Persuadable (Priority),1,11,12275.818181818182
556,1,1,0.0,0.9568219757058277,Persuadable (Priority),1,14,8227.285714285714
831,1,1,0.0,0.9557468547989165,Persuadable (Priority),0,11,11193.0
663,1,0,0.0,0.9532056250100855,To be activated (Potential),1,16,10991.1875
624,1,1,0.0,0.952807981710199,Persuadable (Priority),1,11,11383.727272727272
995,1,1,0.0,0.952807981710199,Persuadable (Priority),1,12,11335.916666666666
973,1,1,0.0,0.9527991466830427,Persuadable (Priority),0,10,12497.4
440,1,1,0.0,0.9491168640316976,Persuadable (Priority),1,19,7292.894736842105
905,1,1,0.0,0.9485167947811014,Persuadable (Priority),1,19,8958.105263157895
96,1,1,0.0,0.9485167947811014,Persuadable (Priority),1,18,9784.388888888889
362,1,1,0.0,0.9485167947811014,Persuadable (Priority),1,17,8869.64705882353
730,1,1,0.0,0.9485167947811014,Persuadable (Priority),1,17,10059.882352941177
762,1,1,0.0,0.9483971317242345,Persuadable (Priority),1,17,10413.058823529413
962,1,1,0.0,0.9483971317242345,Persuadable (Priority),1,18,10142.222222222223
799,1,1,0.0,0.9480103588483692,Persuadable (Priority),1,10,11913.9
243,1,1,0.0,0.9477009957587721,Persuadable (Priority),1,15,8373.666666666666
433,1,1,0.0,0.9477009957587721,Persuadable (Priority),1,13,8548.076923076924
137,1,1,0.0,0.9473828471173349,Persuadable (Priority),0,15,7650.8
288,1,1,0.0,0.9473828471173349,Persuadable (Priority),0,13,7633.615384615385
164,1,1,0.0,0.9467362353326364,Persuadable (Priority),0,11,9618.818181818182
836,1,1,0.0,0.9467362353326364,Persuadable (Priority),0,11,10008.636363636364
212,1,1,0.0,0.9467362353326364,Persuadable (Priority),0,11,10161.636363636364
108,1,1,0.0,0.9467362353326364,Persuadable (Priority),0,11,9611.0
115,1,1,0.0,0.9467362353326364,Persuadable (Priority),0,11,9699.181818181818
802,1,1,0.0,0.9466964077329177,Persuadable (Priority),1,15,7033.2
398,1,1,0.0,0.9466690352048612,Persuadable (Priority),1,11,11996.636363636364
181,1,1,0.0,0.9466390940231502,Persuadable (Priority),1,17,11412.470588235294
787,1,1,0.0,0.9462802803407958,Persuadable (Priority),1,23,9525.347826086956
724,1,1,0.0,0.9462674283647362,Persuadable (Priority),1,19,7047.0526315789475
824,1,1,0.0,0.9462370844195478,Persuadable (Priority),1,33,9753.060606060606
130,1,1,0.0,0.9460608887264224,Persuadable (Priority),1,19,8318.368421052632
528,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,34,8766.558823529413
337,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,20,9694.8
823,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,31,10180.09677419355
819,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,21,9190.238095238095
822,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,23,8938.130434782608
848,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,37,9423.297297297297
251,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,28,8928.75
913,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,22,10139.045454545454
834,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,34,9373.64705882353
948,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,33,10206.727272727272
619,1,1,0.0,0.9458317014620671,Persuadable (Priority),1,21,9832.380952380952
431,1,1,0.0,0.94578585530635,Persuadable (Priority),1,34,10229.676470588236
162,1,1,0.0,0.94578585530635,Persuadable (Priority),1,28,9610.75
293,1,1,0.0,0.94578585530635,Persuadable (Priority),1,24,10349.0
365,1,1,0.0,0.94578585530635,Persuadable (Priority),1,22,9270.454545454546
413,1,1,0.0,0.94578585530635,Persuadable (Priority),1,32,8785.96875
139,1,1,0.0,0.94578585530635,Persuadable (Priority),1,20,10399.1
438,1,1,0.0,0.94578585530635,Persuadable (Priority),1,27,9739.481481481482
318,1,1,0.0,0.94578585530635,Persuadable (Priority),1,21,8933.809523809523
573,1,1,0.0,0.94578585530635,Persuadable (Priority),1,31,9999.516129032258
717,1,1,0.0,0.94578585530635,Persuadable (Priority),1,21,9875.857142857143
705,1,1,0.0,0.94578585530635,Persuadable (Priority),1,33,9165.757575757576
266,1,1,0.0,0.9456925454730519,Persuadable (Priority),1,16,7142.375
540,1,0,0.0,0.9456190000014152,To be activated (Potential),1,18,7973.111111111111
11,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,41,9946.878048780487
367,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,31,10210.032258064517
173,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,20,9022.0
116,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,37,8955.783783783783
482,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,29,8836.379310344828
896,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,24,9450.541666666666
890,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,31,9099.548387096775
277,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,36,9596.194444444445
88,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,39,9594.794871794871
576,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,24,9481.583333333334
26,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,20,9288.65
664,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,30,9606.933333333332
916,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,29,8861.068965517241
592,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,22,9868.0
721,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,46,9513.04347826087
375,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,27,9357.0
412,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,33,9511.787878787878
645,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,39,9713.871794871795
317,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,29,9627.448275862069
542,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,22,9801.681818181818
218,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,22,9387.818181818182
590,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,22,9487.5
217,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,44,8966.772727272728
351,1,1,0.0,0.9455704087616754,Persuadable (Priority),1,27,9978.222222222223
74,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,26,10450.192307692309
237,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,32,8922.375
364,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,20,8881.4
39,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,21,9853.333333333334
138,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,21,9329.714285714286
753,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,32,9578.15625
937,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,38,9787.78947368421
352,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,37,10224.891891891892
204,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,23,9641.347826086956
376,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,23,9826.521739130434
759,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,30,10157.466666666667
7,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,25,10443.48
491,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,25,10614.48
510,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,23,9671.434782608696
248,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,26,9382.307692307691
484,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,31,9590.58064516129
687,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,23,9199.173913043478
461,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,40,8975.95
466,1,1,0.0,0.9455230199900587,Persuadable (Priority),1,28,8770.035714285714
